Employee ID,Question #,Role,Tier,Element,Question Type,Question,Simulated Response,Response
test employee 3,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,Somewhat disagree
test employee 3,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,4,Agree
test employee 3,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,Disagree
test employee 3,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,4,Agree
test employee 3,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 4,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,Disagree
test employee 4,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,1,Disagree
test employee 4,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 4,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,Somewhat agree
test employee 4,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 4,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,Somewhat disagree
test employee 4,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 4,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,Somewhat disagree
test employee 4,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,Somewhat disagree
test employee 4,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,3,Somewhat agree
test employee 4,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,1,Disagree
test employee 4,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 4,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,Somewhat agree
test employee 4,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
test employee 4,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,Somewhat disagree
test employee 4,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 4,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 4,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,Somewhat disagree
test employee 4,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 4,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,Somewhat agree
test employee 4,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,3,Somewhat agree
test employee 4,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 4,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 4,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 4,25,Non Manager,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,Somewhat disagree
test employee 4,26,Non Manager,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,Somewhat disagree
test employee 4,27,Non Manager,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 4,28,Non Manager,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,Somewhat disagree
test employee 4,29,Non Manager,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 4,30,Non Manager,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,3,Somewhat agree
test employee 4,31,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,1,Disagree
test employee 4,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,3,Somewhat agree
test employee 4,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,4,Agree
test employee 4,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,3,Somewhat agree
test employee 4,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,4,Agree
test employee 4,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 5,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,Somewhat agree
test employee 5,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 5,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 5,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,Somewhat disagree
test employee 5,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,Somewhat disagree
test employee 5,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,1,Disagree
test employee 5,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 5,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,1,Disagree
test employee 5,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,Somewhat agree
test employee 5,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,2,Somewhat disagree
test employee 5,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,2,Somewhat disagree
test employee 5,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 5,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 5,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
test employee 5,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,Somewhat agree
test employee 5,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 5,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,Disagree
test employee 5,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,Disagree
test employee 5,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 5,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,Somewhat agree
test employee 5,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,3,Somewhat agree
test employee 5,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,Somewhat agree
test employee 5,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 5,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 5,25,Non Manager,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,Somewhat disagree
test employee 5,26,Non Manager,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,4,Agree
test employee 5,27,Non Manager,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,Somewhat disagree
test employee 5,28,Non Manager,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,3,Somewhat agree
test employee 5,29,Non Manager,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 5,30,Non Manager,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,Disagree
test employee 5,31,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 5,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,3,Somewhat agree
test employee 5,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 5,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,Disagree
test employee 5,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,3,Somewhat agree
test employee 5,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,2,Somewhat disagree
test employee 6,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,Somewhat disagree
test employee 6,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 6,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 6,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,Somewhat disagree
test employee 6,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,Somewhat disagree
test employee 6,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,Somewhat disagree
test employee 6,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,Somewhat disagree
test employee 6,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,1,Disagree
test employee 6,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,Somewhat disagree
test employee 6,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,3,Somewhat agree
test employee 6,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,2,Somewhat disagree
test employee 6,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 6,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,Somewhat agree
test employee 6,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,Somewhat disagree
test employee 6,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,Somewhat agree
test employee 6,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 6,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 6,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,Disagree
test employee 6,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,Somewhat agree
test employee 6,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,Somewhat agree
test employee 6,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,Somewhat disagree
test employee 6,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,Somewhat agree
test employee 6,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 6,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 6,25,Non Manager,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,Somewhat agree
test employee 6,26,Non Manager,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,Somewhat agree
test employee 6,27,Non Manager,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 6,28,Non Manager,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,3,Somewhat agree
test employee 6,29,Non Manager,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,3,Somewhat agree
test employee 6,30,Non Manager,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,3,Somewhat agree
test employee 6,31,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,2,Somewhat disagree
test employee 6,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,3,Somewhat agree
test employee 6,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 6,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,3,Somewhat agree
test employee 6,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,4,Agree
test employee 6,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 7,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,Somewhat agree
test employee 7,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 7,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 7,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,Somewhat agree
test employee 7,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 7,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,Somewhat disagree
test employee 7,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 7,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,1,Disagree
test employee 7,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,Somewhat agree
test employee 7,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,3,Somewhat agree
test employee 7,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 7,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 7,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 7,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
test employee 7,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,Somewhat agree
test employee 7,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,1,Disagree
test employee 7,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,Disagree
test employee 7,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,Somewhat disagree
test employee 7,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 7,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 7,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,1,Disagree
test employee 7,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 7,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 7,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,Disagree
test employee 7,25,Non Manager,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,Somewhat agree
test employee 7,26,Non Manager,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,Somewhat disagree
test employee 7,27,Non Manager,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 7,28,Non Manager,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,Somewhat disagree
test employee 7,29,Non Manager,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 7,30,Non Manager,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,2,Somewhat disagree
test employee 7,31,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 7,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,Somewhat disagree
test employee 7,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 7,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,2,Somewhat disagree
test employee 7,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,3,Somewhat agree
test employee 7,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 8,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,Disagree
test employee 8,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 8,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,Somewhat agree
test employee 8,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,Somewhat agree
test employee 8,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 8,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,1,Disagree
test employee 8,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 8,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,1,Disagree
test employee 8,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,Somewhat disagree
test employee 8,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,2,Somewhat disagree
test employee 8,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 8,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 8,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,Somewhat agree
test employee 8,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
test employee 8,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,Somewhat disagree
test employee 8,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,3,Somewhat agree
test employee 8,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,Disagree
test employee 8,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,Disagree
test employee 8,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 8,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 8,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,Somewhat disagree
test employee 8,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,Somewhat agree
test employee 8,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,4,Agree
test employee 8,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 8,25,Non Manager,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,Somewhat disagree
test employee 8,26,Non Manager,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,Somewhat agree
test employee 8,27,Non Manager,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 8,28,Non Manager,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,3,Somewhat agree
test employee 8,29,Non Manager,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 8,30,Non Manager,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,3,Somewhat agree
test employee 8,31,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 8,32,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,3,Somewhat agree
test employee 8,33,Non Manager,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,4,Agree
test employee 8,34,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,2,Somewhat disagree
test employee 8,35,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,3,Somewhat agree
test employee 8,36,Non Manager,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,2,Somewhat disagree
test employee 9,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,Somewhat agree
test employee 9,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 9,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,Somewhat agree
test employee 9,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,Somewhat disagree
test employee 9,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 9,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,1,Disagree
test employee 9,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 9,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,Somewhat disagree
test employee 9,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,Somewhat disagree
test employee 9,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,3,Somewhat agree
test employee 9,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 9,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 9,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 9,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
